
                  BEAST v1.8.1, 2002-2014
       Bayesian Evolutionary Analysis Sampling Trees
                 Designed and developed by
   Alexei J. Drummond, Andrew Rambaut and Marc A. Suchard
                              
               Department of Computer Science
                   University of Auckland
                  alexei@cs.auckland.ac.nz
                              
             Institute of Evolutionary Biology
                  University of Edinburgh
                     a.rambaut@ed.ac.uk
                              
              David Geffen School of Medicine
           University of California, Los Angeles
                     msuchard@ucla.edu
                              
                Downloads, Help & Resources:
                 	http://beast.bio.ed.ac.uk
                              
Source code distributed under the GNU Lesser General Public License:
            	http://code.google.com/p/beast-mcmc
                              
                     BEAST developers:
	Alex Alekseyenko, Guy Baele, Trevor Bedford, Filip Bielejec, Erik Bloomquist, Matthew Hall,
	Joseph Heled, Sebastian Hoehna, Denise Kuehnert, Philippe Lemey, Wai Lok Sibon Li,
	Gerton Lunter, Sidney Markowitz, Vladimir Minin, Michael Defoin Platel,
          	Oliver Pybus, Chieh-Hsi Wu, Walter Xie
                              
                         Thanks to:
    	Roald Forsberg, Beth Shapiro and Korbinian Strimmer

Using BEAGLE library v2.1.2 for accelerated, parallel likelihood evaluation
2009-2013, BEAGLE Working Group - http://beagle-lib.googlecode.com/
Citation: Ayres et al (2012) Systematic Biology 61: 170-173 | doi:10.1093/sysbio/syr100



Random number seed: 1428625469005



Loading additional development parsers from development_parsers.properties, which is additional set of parsers only available for development version ...

Parsing XML file: separatebeastinfile.xml
  File encoding: UTF8
Looking for plugins in /fh/fast/bloom_j/grp/Heather/TcellEpitopeComparisons/swine/HA_H3/plugins
Read alignment: alignment
  Sequences = 57
      Sites = 566
   Datatype = amino acid
Site patterns 'patterns' created from positions 1-566 of alignment 'alignment'
  pattern count = 566
Creating the tree model, 'treeModel'
  initial tree topology = (((((((((((2003A/swine/Italy/268086/2003|EU982298|2003.,2006A/swine/Italy/66945/2006|EU037014|2006.),1999A/swine/Bakum/8602/99|EF409250|1999.),(1999A/swine/HongKong/5190/99|AY363519|1999.,2000A/swine/Italy/9181/2000|DQ975266|2000.)),2005A/swine/Italy/30574/2005|EU045372|2005.),(1994A/Swine/Italy/25823/94|AF213903|1994.,2004A/swine/Spain/54008/2004|CY010564|2004.)),((((1991A/Swine/Netherlands/784/91|AF092057|1991.,1995A/swine/Germany/Vi3161/95|AM920723|1995.),(1992A/swine/Italy/1188/1992|DQ975258|1992.,1993A/Swine/Netherlands/849/93|AF092054|1993.)),1983A/swine/Italy/309/1983|X73489|1983.),1987A/swine/Italy/635/1987|X73491|1987.)),((((2001A/swine/Spain/33601/2001|CY009372|2001.,2002A/swine/Spain/42386/2002|CY020501|2002.),2003A/swine/Nordkirchen/IDT1993/2003|EU924271|2003.247),1997A/swine/Germany/SEC27/97|AM920733|1997.),2007A/swine/Italy/10659-1/2007|EU982295|2007.)),((((2001A/swine/Italy/7680/2001|EU045365|2001.,2002A/swine/Spain/39139/2002|CY009380|2002.),1987A/swine/Italy/636/87|AJ293928|1987.),2004A/swine/Italy/297576/2004|EU045371|2004.),1988A/swine/Italy/729/1988|DQ975256|1988.)),(((((((1995A/swine/Italy/1380-2/1995|DQ975260|1995.,2003A/swine/Bissendorf/IDT1864/2003|GQ161170|2003.211),1998A/swine/Italy/1510/98|AJ293932|1998.),1985A/swine/Italy/520/85|X73490|1985.),1996A/swine/Italy/1477/96|AJ293931|1996.),1992A/swine/Italy/1243/92|AJ293929|1992.),(1993A/Swine/Netherlands/L2/93|AF092056|1993.,2000A/swine/HongKong/7982/00|AY363522|2000.)),1997A/swine/Lohne/1/97|EF409249|1997.)),((((((1992A/swine/IDT/Re220/92|AY701752|1992.,1998A/swine/Flanders/1/1998|FJ842116|1998.),1996A/Swine/Oedenrode/7C/96|AF092053|1996.),2006A/swine/Italy/79604/2006|EU045374|2006.),1994A/Swine/Belgium/231/94|AF092055|1994.),1985A/Swine/Utrecht/4/85|AF092058|1985.),(((((1994A/swine/Finistere/510/94|AJ311511|1994.,1998A/swine/Italy/9264/1998|EU045360|1998.),1997A/Swine/Breugel/97|AF092052|1997.),1999A/swine/HongKong/5200/99|AY363520|1999.),(1987A/swine/Italy/630/1987|DQ975255|1987.,2004A/swine/Italy/58356/2004|EU045368|2004.)),(1984A/swine/CotedArmor/3633/84|AJ293933|1984.,2002A/swine/Germany/S043/2002|AM920742|2002.)))),(((((1993A/swine/Bakum/909/93|AJ252130|1993.,2001A/swine/HongKong/9745/01|AY363524|2001.),(2000A/swine/Italy/1962-1/2000|DQ975265|2000.,2007A/swine/Hungary/13509/2007|FJ798772|2007.581)),1984A/Swine/Brabant/84|AF092059|1984.),((1995A/swine/Belgium/87/95|AJ293927|1995.,2007A/swine/Italy/50127/2007|EU982296|2007.),(1996A/swine/Jena/5/1996|EF409248|1996.,2006A/swine/Italy/114347/2006|EU045376|2006.))),1984A/swine/Ukkel/1/1984|M73775|1984.))
  tree height = 1171.6896269136032
Using strict molecular clock model.
Creating site model.
Using BEAGLE TreeLikelihood
  Branch rate model used: strictClockBranchRates
  Using BEAGLE resource 0: CPU
    with instance flags:  PRECISION_DOUBLE COMPUTATION_SYNCH EIGEN_REAL SCALING_MANUAL SCALERS_RAW VECTOR_NONE THREADING_NONE PROCESSOR_CPU FRAMEWORK_CPU
  Ignoring ambiguities in tree likelihood.
  With 566 unique site patterns.
  Using rescaling scheme : delayed
Optimization Schedule: log
Likelihood computation is using an auto sizing thread pool.
Creating the MCMC chain:
  chainLength=30000000
  autoOptimize=true
  autoOptimize delayed for 10000 steps
# BEAST v1.8.1, r6542
# Generated Thu Apr 09 17:24:29 PDT 2015 [seed=1428625469005]
state	Posterior   	Prior       	Likelihood  	rootHeight  	clock.rate  
23158000	-4480.1795  	-193.1586   	-4287.0209  	33.3540     	4.16536E-3  	0.45 hours/million states
23159000	-4468.6091  	-192.6943   	-4275.9148  	30.5911     	4.3674E-3   	0.45 hours/million states
23160000	-4475.2778  	-194.6332   	-4280.6446  	30.7516     	4.10414E-3  	0.45 hours/million states
23161000	-4470.0873  	-192.7596   	-4277.3277  	31.3459     	4.33023E-3  	0.45 hours/million states
23162000	-4476.9615  	-196.3443   	-4280.6172  	30.4025     	4.01467E-3  	0.45 hours/million states
23163000	-4476.0241  	-190.8875   	-4285.1366  	31.1846     	4.08218E-3  	0.45 hours/million states
23164000	-4484.1551  	-197.8247   	-4286.3304  	32.0545     	3.4169E-3   	0.45 hours/million states
23165000	-4490.7907  	-199.4401   	-4291.3505  	31.4329     	3.82137E-3  	0.45 hours/million states
23166000	-4490.7445  	-204.2665   	-4286.4780  	31.3233     	3.35981E-3  	0.45 hours/million states
23167000	-4478.9559  	-197.4050   	-4281.5509  	31.7037     	3.93771E-3  	0.45 hours/million states
23168000	-4484.1914  	-198.6135   	-4285.5779  	31.6742     	3.98223E-3  	0.45 hours/million states
23169000	-4482.7554  	-198.9688   	-4283.7866  	32.1671     	4.05856E-3  	0.45 hours/million states
23170000	-4476.7156  	-201.8881   	-4274.8275  	31.3371     	3.3759E-3   	0.45 hours/million states
23171000	-4475.9469  	-203.4231   	-4272.5238  	31.1429     	3.84129E-3  	0.45 hours/million states
23172000	-4477.1439  	-198.1822   	-4278.9617  	30.4745     	4.06101E-3  	0.45 hours/million states
23173000	-4468.7637  	-194.8883   	-4273.8754  	32.6094     	3.59923E-3  	0.45 hours/million states
23174000	-4465.9041  	-191.2673   	-4274.6367  	31.7539     	3.86721E-3  	0.45 hours/million states
23175000	-4470.6131  	-191.9375   	-4278.6756  	32.9014     	3.7222E-3   	0.45 hours/million states
23176000	-4473.3862  	-191.9679   	-4281.4183  	33.0056     	3.70949E-3  	0.45 hours/million states
23177000	-4482.7700  	-192.6818   	-4290.0882  	34.3499     	3.9755E-3   	0.45 hours/million states
23178000	-4471.2623  	-192.6952   	-4278.5672  	32.8620     	3.93364E-3  	0.45 hours/million states
23179000	-4473.0314  	-191.3864   	-4281.6450  	33.1393     	3.80174E-3  	0.45 hours/million states
23180000	-4487.1973  	-197.0015   	-4290.1958  	33.1228     	3.74223E-3  	0.45 hours/million states
23181000	-4479.7297  	-192.8199   	-4286.9098  	32.4262     	4.05893E-3  	0.45 hours/million states
23182000	-4475.1701  	-188.6689   	-4286.5012  	29.8597     	4.16094E-3  	0.45 hours/million states
23183000	-4467.7609  	-188.5007   	-4279.2602  	30.5573     	4.41566E-3  	0.45 hours/million states
23184000	-4467.0046  	-190.0200   	-4276.9846  	30.2957     	4.46602E-3  	0.45 hours/million states
23185000	-4477.5354  	-190.4406   	-4287.0948  	32.6916     	3.96703E-3  	0.45 hours/million states
23186000	-4464.0233  	-188.4042   	-4275.6192  	31.3781     	4.27088E-3  	0.45 hours/million states
23187000	-4479.1131  	-193.2152   	-4285.8979  	30.3850     	3.5686E-3   	0.45 hours/million states
23188000	-4465.2193  	-195.9253   	-4269.2940  	30.8954     	3.65882E-3  	0.45 hours/million states
23189000	-4474.0044  	-193.8694   	-4280.1350  	30.6847     	4.01314E-3  	0.45 hours/million states
23190000	-4466.1633  	-189.7953   	-4276.3680  	31.2539     	3.74726E-3  	0.45 hours/million states
23191000	-4469.0024  	-191.3481   	-4277.6543  	31.6196     	3.57863E-3  	0.45 hours/million states
23192000	-4478.1775  	-194.4996   	-4283.6779  	33.2333     	3.49861E-3  	0.45 hours/million states
23193000	-4484.5636  	-200.6636   	-4283.9001  	34.2271     	3.80126E-3  	0.45 hours/million states
23194000	-4481.7372  	-198.1786   	-4283.5586  	34.7374     	3.56525E-3  	0.45 hours/million states
23195000	-4480.3068  	-191.1110   	-4289.1958  	33.4500     	4.3567E-3   	0.45 hours/million states
23196000	-4480.2985  	-198.0953   	-4282.2032  	31.8867     	4.00187E-3  	0.45 hours/million states
23197000	-4471.6761  	-192.1390   	-4279.5371  	31.2450     	3.88769E-3  	0.45 hours/million states
23198000	-4473.7165  	-190.1755   	-4283.5410  	30.8417     	3.96066E-3  	0.45 hours/million states
23199000	-4475.1199  	-192.0140   	-4283.1058  	30.5345     	3.92881E-3  	0.45 hours/million states
23200000	-4468.3002  	-190.3944   	-4277.9058  	31.9818     	4.23966E-3  	0.45 hours/million states
23201000	-4465.1975  	-184.4457   	-4280.7517  	31.2169     	4.33995E-3  	0.45 hours/million states
23202000	-4470.0601  	-189.6734   	-4280.3867  	30.0546     	4.04889E-3  	0.45 hours/million states
23203000	-4480.3743  	-194.8499   	-4285.5244  	33.3751     	3.65736E-3  	0.45 hours/million states
23204000	-4474.3712  	-194.4601   	-4279.9111  	30.6422     	3.86272E-3  	0.45 hours/million states
23205000	-4470.3670  	-194.9442   	-4275.4228  	31.3322     	4.06417E-3  	0.45 hours/million states
23206000	-4474.6510  	-194.3504   	-4280.3006  	31.7581     	3.99829E-3  	0.45 hours/million states
23207000	-4477.9859  	-195.0312   	-4282.9547  	30.3446     	3.91435E-3  	0.45 hours/million states
23208000	-4485.2838  	-192.2540   	-4293.0299  	30.4875     	3.67995E-3  	0.45 hours/million states
23209000	-4474.1237  	-192.2709   	-4281.8528  	30.8669     	4.08837E-3  	0.45 hours/million states
23210000	-4486.6718  	-197.6700   	-4289.0018  	31.8473     	4.10592E-3  	0.45 hours/million states
23211000	-4473.9607  	-192.4002   	-4281.5605  	30.8869     	4.4151E-3   	0.45 hours/million states
23212000	-4481.1885  	-192.2404   	-4288.9481  	30.3307     	3.6315E-3   	0.45 hours/million states
23213000	-4473.6700  	-194.5215   	-4279.1485  	35.7040     	3.53935E-3  	0.45 hours/million states
23214000	-4477.6178  	-198.2335   	-4279.3843  	29.7778     	4.31382E-3  	0.45 hours/million states
23215000	-4491.2515  	-199.1569   	-4292.0946  	30.3644     	3.74813E-3  	0.45 hours/million states
23216000	-4484.9244  	-199.3799   	-4285.5445  	33.6621     	3.73232E-3  	0.45 hours/million states
23217000	-4481.0582  	-198.6421   	-4282.4161  	33.7688     	3.68252E-3  	0.45 hours/million states
23218000	-4483.2477  	-192.8665   	-4290.3812  	31.0555     	3.89831E-3  	0.45 hours/million states
23219000	-4473.0064  	-193.7559   	-4279.2505  	30.1796     	3.98836E-3  	0.45 hours/million states
23220000	-4480.6228  	-194.3806   	-4286.2422  	31.0058     	3.89872E-3  	0.45 hours/million states
23221000	-4488.9768  	-201.0481   	-4287.9287  	34.4244     	3.4504E-3   	0.45 hours/million states
23222000	-4481.1306  	-193.2111   	-4287.9195  	30.8882     	3.70355E-3  	0.45 hours/million states
23223000	-4484.7436  	-195.3715   	-4289.3721  	32.6781     	3.48629E-3  	0.45 hours/million states
23224000	-4475.3135  	-190.8252   	-4284.4883  	31.8594     	4.13401E-3  	0.45 hours/million states
23225000	-4488.5399  	-198.0539   	-4290.4861  	32.0622     	3.93709E-3  	0.45 hours/million states
23226000	-4470.9136  	-190.6088   	-4280.3048  	29.5314     	3.93707E-3  	0.45 hours/million states
23227000	-4470.9212  	-189.1848   	-4281.7364  	32.0886     	4.31877E-3  	0.45 hours/million states
23228000	-4470.3101  	-189.3473   	-4280.9629  	34.5373     	4.01819E-3  	0.45 hours/million states
23229000	-4471.7974  	-193.5091   	-4278.2883  	29.8934     	4.13812E-3  	0.45 hours/million states
23230000	-4478.5320  	-195.6322   	-4282.8998  	31.4601     	3.8375E-3   	0.45 hours/million states
23231000	-4478.5854  	-194.9428   	-4283.6425  	32.0619     	4.19904E-3  	0.45 hours/million states
23232000	-4476.6416  	-191.4731   	-4285.1685  	31.5105     	4.41883E-3  	0.45 hours/million states
23233000	-4476.4943  	-196.0107   	-4280.4836  	30.7611     	3.70572E-3  	0.45 hours/million states
23234000	-4491.0752  	-201.1682   	-4289.9070  	29.5834     	3.55397E-3  	0.45 hours/million states
23235000	-4479.3044  	-195.5660   	-4283.7385  	32.9602     	3.38237E-3  	0.45 hours/million states
23236000	-4481.8152  	-198.1848   	-4283.6303  	31.7670     	3.62351E-3  	0.45 hours/million states
23237000	-4479.1368  	-196.6319   	-4282.5049  	34.2455     	3.73038E-3  	0.45 hours/million states
23238000	-4484.9152  	-200.8739   	-4284.0413  	32.4159     	3.4213E-3   	0.45 hours/million states
23239000	-4486.9701  	-201.8119   	-4285.1582  	32.9032     	3.73759E-3  	0.45 hours/million states
23240000	-4483.4560  	-197.7396   	-4285.7164  	34.4585     	3.68925E-3  	0.45 hours/million states
23241000	-4476.6222  	-203.1665   	-4273.4557  	32.0097     	3.52916E-3  	0.45 hours/million states
23242000	-4478.6017  	-202.2450   	-4276.3566  	30.7111     	3.52396E-3  	0.45 hours/million states
23243000	-4484.0780  	-202.4104   	-4281.6676  	32.4664     	3.79458E-3  	0.45 hours/million states
23244000	-4478.9860  	-202.3446   	-4276.6414  	31.8153     	3.5619E-3   	0.45 hours/million states
23245000	-4475.6888  	-199.1059   	-4276.5829  	32.1871     	3.59545E-3  	0.45 hours/million states
23246000	-4476.9397  	-203.5318   	-4273.4080  	32.8902     	3.52614E-3  	0.45 hours/million states
23247000	-4484.6601  	-204.1298   	-4280.5303  	32.0916     	3.39119E-3  	0.45 hours/million states
23248000	-4484.8214  	-203.1149   	-4281.7065  	32.6540     	3.59414E-3  	0.45 hours/million states
23249000	-4478.1417  	-197.2290   	-4280.9128  	31.9003     	3.56551E-3  	0.45 hours/million states
23250000	-4471.9952  	-195.0961   	-4276.8992  	30.2661     	3.7602E-3   	0.45 hours/million states
23251000	-4481.8603  	-201.1534   	-4280.7068  	32.8398     	3.45652E-3  	0.45 hours/million states
23252000	-4477.7248  	-200.0437   	-4277.6811  	34.3946     	3.71935E-3  	0.45 hours/million states
23253000	-4479.2373  	-203.7974   	-4275.4399  	33.5467     	3.50787E-3  	0.45 hours/million states
23254000	-4496.5828  	-201.2330   	-4295.3497  	33.6377     	3.77894E-3  	0.45 hours/million states
23255000	-4479.2769  	-199.0655   	-4280.2114  	34.0553     	3.95487E-3  	0.45 hours/million states
23256000	-4486.6392  	-204.8912   	-4281.7480  	32.4392     	3.31084E-3  	0.45 hours/million states
23257000	-4478.9820  	-195.0299   	-4283.9521  	33.3273     	3.71256E-3  	0.45 hours/million states
23258000	-4476.3955  	-194.3664   	-4282.0291  	32.2892     	4.11561E-3  	0.45 hours/million states
23259000	-4478.7648  	-197.7861   	-4280.9787  	33.5547     	3.43104E-3  	0.45 hours/million states
23260000	-4478.6136  	-196.1692   	-4282.4444  	32.9566     	3.43059E-3  	0.45 hours/million states
23261000	-4482.9557  	-196.7585   	-4286.1972  	30.2791     	3.86507E-3  	0.45 hours/million states
23262000	-4480.4121  	-204.5079   	-4275.9042  	34.5671     	3.71412E-3  	0.45 hours/million states
23263000	-4478.7741  	-203.9437   	-4274.8304  	34.3528     	3.98527E-3  	0.45 hours/million states
23264000	-4487.3425  	-206.1132   	-4281.2293  	33.8919     	3.52964E-3  	0.45 hours/million states
23265000	-4488.1090  	-202.1995   	-4285.9096  	33.7902     	3.65957E-3  	0.45 hours/million states
23266000	-4475.6674  	-199.3847   	-4276.2827  	29.8376     	3.84392E-3  	0.45 hours/million states
23267000	-4479.6476  	-192.8675   	-4286.7801  	31.9664     	4.02976E-3  	0.45 hours/million states
23268000	-4480.2625  	-192.0990   	-4288.1635  	32.5511     	4.25359E-3  	0.45 hours/million states
23269000	-4476.2404  	-194.0533   	-4282.1871  	30.9060     	4.00248E-3  	0.45 hours/million states
23270000	-4471.9353  	-194.6349   	-4277.3004  	31.7189     	3.58218E-3  	0.45 hours/million states
23271000	-4490.4619  	-194.4121   	-4296.0498  	30.2462     	3.9769E-3   	0.45 hours/million states
23272000	-4474.5239  	-194.6554   	-4279.8685  	30.4010     	3.8394E-3   	0.45 hours/million states
23273000	-4475.6789  	-196.0429   	-4279.6361  	31.8847     	3.91288E-3  	0.45 hours/million states
23274000	-4474.9095  	-198.8793   	-4276.0303  	33.3917     	3.89529E-3  	0.45 hours/million states
23275000	-4469.7965  	-192.9273   	-4276.8692  	30.2860     	4.14743E-3  	0.45 hours/million states
23276000	-4478.4348  	-190.0653   	-4288.3695  	30.4892     	4.20582E-3  	0.45 hours/million states
23277000	-4477.1655  	-193.0415   	-4284.1240  	30.7358     	4.11725E-3  	0.45 hours/million states
23278000	-4482.5836  	-199.2170   	-4283.3666  	30.4298     	3.68586E-3  	0.45 hours/million states
23279000	-4489.1909  	-202.6295   	-4286.5614  	33.0795     	3.53224E-3  	0.45 hours/million states
23280000	-4478.6400  	-193.8017   	-4284.8383  	32.6645     	3.82545E-3  	0.45 hours/million states
23281000	-4489.2165  	-197.2790   	-4291.9375  	32.8941     	3.58033E-3  	0.45 hours/million states
23282000	-4487.5571  	-195.6653   	-4291.8918  	29.3599     	3.77809E-3  	0.45 hours/million states
23283000	-4485.7907  	-196.1654   	-4289.6253  	30.0274     	4.10615E-3  	0.45 hours/million states
23284000	-4489.2265  	-203.2023   	-4286.0242  	33.7894     	3.53348E-3  	0.45 hours/million states
23285000	-4488.6010  	-209.5760   	-4279.0250  	34.9595     	3.41614E-3  	0.45 hours/million states
23286000	-4481.1169  	-198.9357   	-4282.1812  	31.7108     	3.68827E-3  	0.45 hours/million states
23287000	-4479.6928  	-193.7847   	-4285.9081  	28.8429     	4.44466E-3  	0.45 hours/million states
23288000	-4462.2261  	-187.3711   	-4274.8550  	29.1908     	4.46665E-3  	0.45 hours/million states
23289000	-4469.8810  	-190.2343   	-4279.6467  	30.3095     	4.39892E-3  	0.45 hours/million states
23290000	-4489.7022  	-202.9707   	-4286.7315  	29.4289     	4.3251E-3   	0.45 hours/million states
23291000	-4473.3930  	-195.2085   	-4278.1845  	30.2308     	4.1523E-3   	0.45 hours/million states
23292000	-4477.6745  	-199.7709   	-4277.9036  	31.1246     	4.02711E-3  	0.45 hours/million states
23293000	-4487.6681  	-203.8507   	-4283.8174  	29.9706     	4.24734E-3  	0.45 hours/million states
23294000	-4474.4757  	-190.8773   	-4283.5984  	29.5413     	3.61872E-3  	0.45 hours/million states
23295000	-4483.2924  	-196.5626   	-4286.7298  	34.7238     	3.74564E-3  	0.45 hours/million states
23296000	-4488.6253  	-198.1360   	-4290.4893  	33.2761     	3.71577E-3  	0.45 hours/million states
23297000	-4494.3718  	-200.9904   	-4293.3815  	30.8899     	4.1344E-3   	0.45 hours/million states
23298000	-4476.2722  	-194.6292   	-4281.6429  	34.2803     	4.17219E-3  	0.45 hours/million states
23299000	-4475.5751  	-200.2895   	-4275.2856  	30.9030     	3.76968E-3  	0.45 hours/million states
23300000	-4467.1162  	-186.8691   	-4280.2471  	30.9520     	4.06095E-3  	0.45 hours/million states
23301000	-4470.0147  	-189.5646   	-4280.4502  	31.0199     	3.91928E-3  	0.45 hours/million states
23302000	-4484.8621  	-200.2364   	-4284.6257  	32.8581     	3.72166E-3  	0.45 hours/million states
23303000	-4480.1636  	-192.1607   	-4288.0029  	31.2044     	3.84402E-3  	0.45 hours/million states
23304000	-4486.2126  	-200.4829   	-4285.7297  	32.8720     	4.11896E-3  	0.45 hours/million states
23305000	-4486.2611  	-202.5202   	-4283.7409  	34.0229     	3.65403E-3  	0.45 hours/million states
23306000	-4488.8985  	-198.8613   	-4290.0373  	30.7990     	3.82116E-3  	0.45 hours/million states
23307000	-4482.7835  	-198.4892   	-4284.2942  	32.2813     	3.69109E-3  	0.45 hours/million states
23308000	-4468.2795  	-195.7983   	-4272.4812  	30.3021     	3.87907E-3  	0.45 hours/million states
23309000	-4490.8379  	-198.0149   	-4292.8230  	33.1357     	3.77303E-3  	0.45 hours/million states
23310000	-4479.0830  	-195.9135   	-4283.1695  	31.9092     	3.76443E-3  	0.45 hours/million states
23311000	-4476.2863  	-203.4374   	-4272.8489  	33.7950     	3.9029E-3   	0.45 hours/million states
23312000	-4478.6365  	-206.8400   	-4271.7965  	33.1524     	3.62725E-3  	0.45 hours/million states
23313000	-4479.0325  	-199.4583   	-4279.5742  	31.7872     	3.54416E-3  	0.45 hours/million states
23314000	-4473.3855  	-193.0931   	-4280.2924  	30.9359     	3.89157E-3  	0.45 hours/million states
23315000	-4474.2810  	-199.0884   	-4275.1926  	31.5414     	3.62448E-3  	0.45 hours/million states
23316000	-4479.9208  	-197.0908   	-4282.8300  	31.5639     	3.7819E-3   	0.45 hours/million states
23317000	-4479.8382  	-204.8573   	-4274.9809  	35.1324     	3.40594E-3  	0.45 hours/million states
23318000	-4476.9836  	-201.8567   	-4275.1269  	33.0400     	3.63248E-3  	0.45 hours/million states
23319000	-4479.1913  	-207.2938   	-4271.8974  	32.8138     	3.49033E-3  	0.45 hours/million states
23320000	-4483.9749  	-201.8236   	-4282.1513  	34.6348     	3.69209E-3  	0.45 hours/million states
23321000	-4474.7124  	-197.2559   	-4277.4565  	31.3203     	3.72392E-3  	0.45 hours/million states
23322000	-4476.2713  	-198.4283   	-4277.8430  	29.1309     	4.00984E-3  	0.45 hours/million states
23323000	-4486.8825  	-200.3049   	-4286.5776  	32.2132     	3.50433E-3  	0.45 hours/million states
23324000	-4492.4415  	-202.4146   	-4290.0268  	33.8132     	3.58681E-3  	0.45 hours/million states
23325000	-4477.9129  	-203.2598   	-4274.6531  	33.4728     	3.72991E-3  	0.45 hours/million states
23326000	-4476.7200  	-202.8777   	-4273.8422  	32.5988     	3.81092E-3  	0.45 hours/million states
23327000	-4470.7386  	-193.2839   	-4277.4548  	34.4355     	3.72026E-3  	0.45 hours/million states
23328000	-4478.7253  	-194.2711   	-4284.4542  	30.9533     	4.00574E-3  	0.45 hours/million states
23329000	-4475.4271  	-191.4501   	-4283.9770  	30.8182     	4.15607E-3  	0.45 hours/million states
23330000	-4478.2801  	-188.5800   	-4289.7001  	29.4987     	4.82534E-3  	0.45 hours/million states
23331000	-4471.6746  	-200.9327   	-4270.7420  	32.2712     	3.6465E-3   	0.45 hours/million states
23332000	-4472.5883  	-193.8177   	-4278.7706  	30.5029     	3.81427E-3  	0.45 hours/million states
23333000	-4475.4203  	-193.4305   	-4281.9898  	32.5667     	3.65761E-3  	0.45 hours/million states
23334000	-4478.2638  	-195.8247   	-4282.4392  	31.4450     	4.21609E-3  	0.45 hours/million states
23335000	-4483.7637  	-191.3027   	-4292.4610  	29.5682     	4.03957E-3  	0.45 hours/million states
23336000	-4473.0924  	-190.7122   	-4282.3801  	29.7829     	3.88784E-3  	0.45 hours/million states
23337000	-4486.2257  	-200.7657   	-4285.4599  	32.5956     	3.61679E-3  	0.45 hours/million states
23338000	-4485.3081  	-201.3517   	-4283.9564  	35.0200     	3.57506E-3  	0.45 hours/million states
23339000	-4474.6775  	-198.8999   	-4275.7776  	32.2706     	4.10448E-3  	0.45 hours/million states
23340000	-4487.7837  	-197.1331   	-4290.6506  	30.6107     	4.11173E-3  	0.45 hours/million states
23341000	-4481.2440  	-201.3014   	-4279.9426  	33.5446     	3.45716E-3  	0.45 hours/million states
23342000	-4482.7476  	-197.4248   	-4285.3228  	32.6953     	3.63603E-3  	0.45 hours/million states
23343000	-4477.0714  	-199.6246   	-4277.4467  	32.7976     	3.68208E-3  	0.45 hours/million states
23344000	-4483.1232  	-200.5240   	-4282.5992  	33.1621     	3.5328E-3   	0.45 hours/million states
23345000	-4479.8206  	-192.6850   	-4287.1356  	30.7844     	4.19631E-3  	0.45 hours/million states
23346000	-4481.0989  	-195.1397   	-4285.9592  	29.5240     	3.85756E-3  	0.45 hours/million states
23347000	-4479.1280  	-198.2154   	-4280.9126  	34.6216     	3.72362E-3  	0.45 hours/million states
23348000	-4480.2008  	-185.7841   	-4294.4167  	31.4393     	4.30226E-3  	0.45 hours/million states
23349000	-4480.1789  	-195.1051   	-4285.0738  	31.6343     	4.07789E-3  	0.45 hours/million states
23350000	-4480.1302  	-191.3787   	-4288.7515  	32.0683     	3.69613E-3  	0.45 hours/million states
23351000	-4478.0528  	-189.6373   	-4288.4154  	30.5056     	4.05029E-3  	0.45 hours/million states
23352000	-4472.2860  	-192.2260   	-4280.0599  	31.2519     	4.12095E-3  	0.45 hours/million states
23353000	-4467.5151  	-191.2350   	-4276.2801  	31.7284     	4.04675E-3  	0.45 hours/million states
23354000	-4477.0180  	-198.2641   	-4278.7540  	35.0431     	3.59887E-3  	0.45 hours/million states
23355000	-4485.3843  	-203.6046   	-4281.7797  	33.1312     	3.59597E-3  	0.45 hours/million states
23356000	-4477.1610  	-198.3830   	-4278.7780  	32.7234     	3.64552E-3  	0.45 hours/million states
23357000	-4491.5894  	-200.3435   	-4291.2459  	33.1611     	3.64423E-3  	0.45 hours/million states
23358000	-4476.3370  	-199.9179   	-4276.4192  	31.7561     	4.17386E-3  	0.45 hours/million states
23359000	-4487.0495  	-206.4959   	-4280.5535  	33.5769     	3.52935E-3  	0.45 hours/million states
23360000	-4487.9480  	-200.5348   	-4287.4132  	30.2938     	3.84921E-3  	0.45 hours/million states
23361000	-4493.6650  	-201.8123   	-4291.8527  	30.6488     	3.66191E-3  	0.45 hours/million states
23362000	-4486.5643  	-209.0022   	-4277.5621  	32.3624     	3.23652E-3  	0.45 hours/million states
23363000	-4480.3650  	-202.5957   	-4277.7692  	31.9536     	3.68957E-3  	0.45 hours/million states
23364000	-4495.6433  	-202.3399   	-4293.3034  	33.1323     	3.98446E-3  	0.45 hours/million states
23365000	-4479.9095  	-194.1372   	-4285.7723  	31.3184     	3.75266E-3  	0.45 hours/million states
23366000	-4487.6360  	-194.4572   	-4293.1789  	30.9990     	4.21248E-3  	0.45 hours/million states
23367000	-4494.4717  	-197.4050   	-4297.0667  	33.9545     	4.02631E-3  	0.45 hours/million states
23368000	-4483.5938  	-197.9967   	-4285.5971  	35.2925     	3.63501E-3  	0.45 hours/million states
23369000	-4478.5536  	-191.5698   	-4286.9838  	31.0773     	3.80474E-3  	0.45 hours/million states
23370000	-4481.6037  	-193.9384   	-4287.6653  	29.9067     	4.27045E-3  	0.45 hours/million states
23371000	-4479.9746  	-202.7333   	-4277.2413  	33.2611     	3.8932E-3   	0.45 hours/million states
